Ingredient code,Ingredient despcription,Nutrient code,Nutrient description ,Nutrient value
10003,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",204,Total Fat,14.79
10003,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",601,Cholesterol,69
10003,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",606,"Fatty acids, total saturated",4.918
10003,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",645,"Fatty acids, total monounsaturated",6.102
10003,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",646,"Fatty acids, total polyunsaturated",1.726
10007,"Pork, fresh, separable fat, cooked",204,Total Fat,66.1
10007,"Pork, fresh, separable fat, cooked",601,Cholesterol,79
10007,"Pork, fresh, separable fat, cooked",606,"Fatty acids, total saturated",23.856
10007,"Pork, fresh, separable fat, cooked",645,"Fatty acids, total monounsaturated",28.987
10007,"Pork, fresh, separable fat, cooked",646,"Fatty acids, total polyunsaturated",11.538
10024,"Pork, fresh, loin, whole, separable lean only, raw",204,Total Fat,5.66
10024,"Pork, fresh, loin, whole, separable lean only, raw",601,Cholesterol,59
10024,"Pork, fresh, loin, whole, separable lean only, raw",606,"Fatty acids, total saturated",1.95
10024,"Pork, fresh, loin, whole, separable lean only, raw",645,"Fatty acids, total monounsaturated",2.56
10024,"Pork, fresh, loin, whole, separable lean only, raw",646,"Fatty acids, total polyunsaturated",0.61
10025,"Pork, fresh, loin, whole, separable lean only, cooked, braised",204,Total Fat,9.12
10025,"Pork, fresh, loin, whole, separable lean only, cooked, braised",601,Cholesterol,79
10025,"Pork, fresh, loin, whole, separable lean only, cooked, braised",606,"Fatty acids, total saturated",3.38
10025,"Pork, fresh, loin, whole, separable lean only, cooked, braised",645,"Fatty acids, total monounsaturated",4.16
10025,"Pork, fresh, loin, whole, separable lean only, cooked, braised",646,"Fatty acids, total polyunsaturated",0.7
10027,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",204,Total Fat,9.63
10027,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",601,Cholesterol,81
10027,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",606,"Fatty acids, total saturated",3.51
10027,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",645,"Fatty acids, total monounsaturated",4.32
10027,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",646,"Fatty acids, total polyunsaturated",0.76
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw",204,Total Fat,2.17
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw",601,Cholesterol,65
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw",606,"Fatty acids, total saturated",0.698
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw",645,"Fatty acids, total monounsaturated",0.792
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw",646,"Fatty acids, total polyunsaturated",0.367
10061,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",204,Total Fat,3.51
10061,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",601,Cholesterol,73
10061,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",606,"Fatty acids, total saturated",1.198
10061,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",645,"Fatty acids, total monounsaturated",1.334
10061,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",646,"Fatty acids, total polyunsaturated",0.506
10062,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",204,Total Fat,6.94
10062,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",601,Cholesterol,67
10062,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",606,"Fatty acids, total saturated",2.45
10062,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",645,"Fatty acids, total monounsaturated",2.985
10062,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",646,"Fatty acids, total polyunsaturated",0.878
10064,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",204,Total Fat,9.14
10064,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",601,Cholesterol,73
10064,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",606,"Fatty acids, total saturated",3.164
10064,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",645,"Fatty acids, total monounsaturated",3.904
10064,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",646,"Fatty acids, total polyunsaturated",1.048
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",204,Total Fat,8.82
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",601,Cholesterol,80
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",606,"Fatty acids, total saturated",2.839
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",645,"Fatty acids, total monounsaturated",3.517
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",646,"Fatty acids, total polyunsaturated",0.999
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",204,Total Fat,6.08
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",601,Cholesterol,72
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",606,"Fatty acids, total saturated",2.077
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",645,"Fatty acids, total monounsaturated",2.651
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",646,"Fatty acids, total polyunsaturated",0.605
10069,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",204,Total Fat,6.28
10069,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",601,Cholesterol,79
10069,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",606,"Fatty acids, total saturated",1.927
10069,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",645,"Fatty acids, total monounsaturated",2.464
10069,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",646,"Fatty acids, total polyunsaturated",0.631
10070,"Pork, fresh, shoulder, whole, separable lean and fat, raw",204,Total Fat,17.99
10070,"Pork, fresh, shoulder, whole, separable lean and fat, raw",601,Cholesterol,71
10070,"Pork, fresh, shoulder, whole, separable lean and fat, raw",606,"Fatty acids, total saturated",6.24
10070,"Pork, fresh, shoulder, whole, separable lean and fat, raw",645,"Fatty acids, total monounsaturated",8.01
10070,"Pork, fresh, shoulder, whole, separable lean and fat, raw",646,"Fatty acids, total polyunsaturated",1.92
10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",204,Total Fat,13.54
10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",601,Cholesterol,90
10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",606,"Fatty acids, total saturated",4.79
10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",645,"Fatty acids, total monounsaturated",6.17
10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",646,"Fatty acids, total polyunsaturated",1.25
10075,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",204,Total Fat,14.33
10075,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",601,Cholesterol,86
10075,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",606,"Fatty acids, total saturated",4.854
10075,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",645,"Fatty acids, total monounsaturated",6.173
10075,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",646,"Fatty acids, total polyunsaturated",2.783
10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",204,Total Fat,8.87
10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",601,Cholesterol,87
10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",606,"Fatty acids, total saturated",2.85
10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",645,"Fatty acids, total monounsaturated",3.767
10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",646,"Fatty acids, total polyunsaturated",1.859
10081,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",204,Total Fat,17.69
10081,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",601,Cholesterol,98
10081,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",606,"Fatty acids, total saturated",6.584
10081,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",645,"Fatty acids, total monounsaturated",7.987
10081,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",646,"Fatty acids, total polyunsaturated",2.072
10085,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",204,Total Fat,13.2
10085,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",601,Cholesterol,100
10085,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",606,"Fatty acids, total saturated",5.023
10085,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",645,"Fatty acids, total monounsaturated",6.199
10085,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",646,"Fatty acids, total polyunsaturated",1.402
10093,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",204,Total Fat,9.21
10093,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",601,Cholesterol,84
10093,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",606,"Fatty acids, total saturated",3.092
10093,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",645,"Fatty acids, total monounsaturated",3.908
10093,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",646,"Fatty acids, total polyunsaturated",0.863
10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",204,Total Fat,20.32
10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",601,Cholesterol,277
10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",606,"Fatty acids, total saturated",9.52
10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",645,"Fatty acids, total monounsaturated",7.073
10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",646,"Fatty acids, total polyunsaturated",1.217
10119,"Pork, fresh, variety meats and by-products, stomach, raw",204,Total Fat,10.14
10119,"Pork, fresh, variety meats and by-products, stomach, raw",601,Cholesterol,223
10119,"Pork, fresh, variety meats and by-products, stomach, raw",606,"Fatty acids, total saturated",4.025
10119,"Pork, fresh, variety meats and by-products, stomach, raw",645,"Fatty acids, total monounsaturated",3.59
10119,"Pork, fresh, variety meats and by-products, stomach, raw",646,"Fatty acids, total polyunsaturated",0.892
10123,"Pork, cured, bacon, unprepared",204,Total Fat,37.13
10123,"Pork, cured, bacon, unprepared",601,Cholesterol,66
10123,"Pork, cured, bacon, unprepared",606,"Fatty acids, total saturated",12.615
10123,"Pork, cured, bacon, unprepared",645,"Fatty acids, total monounsaturated",15.922
10123,"Pork, cured, bacon, unprepared",646,"Fatty acids, total polyunsaturated",5.757
10132,"Pork, cured, feet, pickled",204,Total Fat,10.02
10132,"Pork, cured, feet, pickled",601,Cholesterol,83
10132,"Pork, cured, feet, pickled",606,"Fatty acids, total saturated",2.945
10132,"Pork, cured, feet, pickled",645,"Fatty acids, total monounsaturated",5.677
10132,"Pork, cured, feet, pickled",646,"Fatty acids, total polyunsaturated",0.784
10136,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",204,Total Fat,9.02
10136,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",601,Cholesterol,59
10136,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",606,"Fatty acids, total saturated",3.12
10136,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",645,"Fatty acids, total monounsaturated",4.44
10136,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",646,"Fatty acids, total polyunsaturated",1.41
10141,"Pork, cured, ham, center slice, country-style, separable lean only, raw",204,Total Fat,8.32
10141,"Pork, cured, ham, center slice, country-style, separable lean only, raw",601,Cholesterol,70
10141,"Pork, cured, ham, center slice, country-style, separable lean only, raw",606,"Fatty acids, total saturated",2.78
10141,"Pork, cured, ham, center slice, country-style, separable lean only, raw",645,"Fatty acids, total monounsaturated",3.821
10141,"Pork, cured, ham, center slice, country-style, separable lean only, raw",646,"Fatty acids, total polyunsaturated",0.97
10153,"Pork, cured, ham, whole, separable lean only, roasted",204,Total Fat,5.5
10153,"Pork, cured, ham, whole, separable lean only, roasted",601,Cholesterol,55
10153,"Pork, cured, ham, whole, separable lean only, roasted",606,"Fatty acids, total saturated",1.84
10153,"Pork, cured, ham, whole, separable lean only, roasted",645,"Fatty acids, total monounsaturated",2.53
10153,"Pork, cured, ham, whole, separable lean only, roasted",646,"Fatty acids, total polyunsaturated",0.63
10165,"Pork, cured, salt pork, raw",204,Total Fat,80.5
10165,"Pork, cured, salt pork, raw",601,Cholesterol,86
10165,"Pork, cured, salt pork, raw",606,"Fatty acids, total saturated",29.38
10165,"Pork, cured, salt pork, raw",645,"Fatty acids, total monounsaturated",37.94
10165,"Pork, cured, salt pork, raw",646,"Fatty acids, total polyunsaturated",9.4
10173,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",204,Total Fat,16.05
10173,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",601,Cholesterol,107
10173,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",606,"Fatty acids, total saturated",4.343
10173,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",645,"Fatty acids, total monounsaturated",8.005
10173,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",646,"Fatty acids, total polyunsaturated",1.54
10182,"Pork, cured, ham, boneless, extra lean and regular, unheated",204,Total Fat,8.39
10182,"Pork, cured, ham, boneless, extra lean and regular, unheated",601,Cholesterol,53
10182,"Pork, cured, ham, boneless, extra lean and regular, unheated",606,"Fatty acids, total saturated",2.7
10182,"Pork, cured, ham, boneless, extra lean and regular, unheated",645,"Fatty acids, total monounsaturated",3.94
